Positions,P-Value
25070,1.7698587302086088e-11
25071,3.8521841876416656e-10
25072,9.943241998669961e-11
25073,2.4346836594680245e-10
25074,1.9589325110493764e-10
25075,1.8242764398945835e-11
25076,7.2680239515310655e-12
25077,7.565560794250737e-11
25078,6.881234215996558e-11
25079,1.9692098332060297e-11
25080,9.228332116732717e-11
25081,2.179346394457345e-10
25082,5.937873388485659e-10
25083,2.850606504744935e-10
25084,2.631396039269016e-11
25085,3.515737589267883e-13
25086,5.470514964146968e-12
25087,6.496230889405079e-11
25088,0.0
25089,2.0751232960948087e-13
25090,3.994325552040458e-13
25091,1.192366714227997e-12
25092,1.179184028589211e-13
25093,1.4659777359816262e-13
25094,2.4326983586138673e-12
25095,7.413114832096223e-12
25096,4.053119445867971e-18
25097,6.1100765262601e-12
25098,1.3951655482785969e-13
25099,1.4301752952468907e-12
25100,1.7472091840674754e-12
25101,4.1285395606199476e-29
25102,5.730126889019051e-13
25103,4.69463514976858e-14
25104,1.561280594691918e-14
25105,1.3969073059046288e-17
25106,1.6347982220254602e-11
25107,6.732435970823578e-13
25108,1.352309079061316e-29
25109,1.195089485523987e-12
25110,3.842789160900343e-13
25111,2.0943933375719937e-10
25112,2.446693588746557e-12
25113,1.3217977578372786e-11
25114,4.091861159854496e-13
25115,1.949913281732489e-14
25116,1.7224914609503794e-12
25117,1.6595713037915113e-11
25118,1.7437042145893307e-12
25119,5.452547473117307e-14
25120,2.0899384252575155e-12
25121,2.2967944696295174e-10
25122,8.404111927917601e-14
25123,6.9363099322809e-15
25124,4.429556326369121e-14
25125,6.99620038085447e-14
25126,6.359939699384773e-11
25127,1.0877288895419699e-10
25128,6.217743673019091e-12
25129,2.184410297031683e-12
25130,6.346672387068295e-22
25131,4.946854131748411e-14
25132,1.6079060010890818e-13
25133,2.391224746080522e-14
25134,1.2131597776836927e-12
25135,4.9167177133662084e-172
25136,9.035034041795898e-13
25137,1.6810060840312277e-13
25138,8.646950034448816e-13
25139,5.358850527965979e-14
25140,2.4953076836298682e-14
25141,1.3510145805004923e-13
25142,7.828624498631381e-14
25143,2.279625428783251e-13
25144,1.2345880511169755e-12
25145,6.2508503560522535e-12
25146,3.805419300872867e-12
25147,1.6467478061305592e-12
25148,1.2763639143010522e-13
25149,2.474235616544688e-13
25150,1.0770532799810816e-11
25151,3.43572568320229e-13
25152,1.7897319057401172e-12
25153,7.810072070472686e-11
25154,1.7722499867706106e-11
25155,3.2922949470663615e-12
25156,1.3189068993724895e-12
25157,2.251145344882309e-12
25158,4.254125967153799e-12
25159,2.863943738796202e-20
25160,8.082467151705913e-10
25161,1.3800301228198068e-12
25162,2.56468580209539e-10
25163,1.6737131785238203e-12
25164,1.6516971756410605e-10
25165,3.1207728558529266e-10
25166,4.087729051182563e-12
25167,4.717747432656889e-12
25168,8.456749402096903e-11
25169,6.055684255401053e-13
25170,4.858509957671136e-12
25171,1.112339267188856e-11
25172,7.534089385567504e-12
25173,2.1734480987917632e-11
25174,1.0571744247398075e-10
25175,5.457866776501584e-12
25176,3.5428332898030306e-11
25177,9.815178223818484e-16
25178,9.558372723638946e-12
25179,1.1903953549980201e-11
25180,1.9741835804555204e-11
25181,2.3928097610892074e-11
25182,8.16468497111375e-12
25183,4.277191002665266e-11
25184,7.907364087146734e-11
25185,5.871640764144136e-12
25186,1.7301437052609169e-10
25187,1.289638077169349e-10
25188,5.0345410763577284e-12
25189,4.5945090580566396e-11
25190,1.45870027448023e-10
25191,1.583916021547977e-11
25192,9.062830308760262e-13
25193,1.0364454110426413e-12
25194,6.717614612220631e-13
25195,4.642815506482241e-11
25196,2.3929788869190917e-12
25197,5.917248815674395e-13
25198,1.2851601148041251e-12
25199,3.436405152532224e-13
25200,1.367496736099832e-11
25201,2.592012919073388e-13
25202,2.196230936195833e-36
25203,1.6657739937349035e-11
25204,1.6657739937349035e-11
25205,5.905155674030115e-12
25206,5.050311133261552e-12
25207,7.411154565655878e-17
25208,6.515576410774605e-11
25209,2.0611973677971914e-12
25210,6.060105145952932e-11
25211,2.248609397522339e-12
25212,2.769573298717974e-12
25213,1.4349311798356533e-12
25214,1.1039242531081544e-12
25215,1.4349311798356644e-12
25216,6.861603923370205e-12
25217,4.3169643363768525e-11
25218,2.429039316483556e-13
25219,3.126453075325559e-11
25220,6.7434841296281085e-12
25221,2.5800579314211085e-12
25222,5.162084984643498e-13
25223,4.8803736621119376e-11
25224,3.765544532028978e-12
25225,5.573713687661927e-13
25226,3.0561323221328977e-23
25227,1.5446298499393294e-12
25228,1.6814060682250872e-13
25229,1.1573926897368812e-11
25230,2.6206174819885234e-12
25231,2.1799318007755523e-12
25232,1.805359913143213e-13
25233,2.0351096766834543e-12
25234,1.7373197912965796e-11
25235,1.7239676419519327e-13
25236,1.4867168221950822e-12
25237,9.354719021743456e-12
25238,1.0934312022536352e-12
25239,8.716097201794325e-13
25240,2.0219532173672506e-11
25241,1.781164748900352e-12
25242,8.386574653835794e-13
25243,7.119846821359952e-12
25244,1.4831560175315175e-10
25245,3.5804750181612145e-12
25246,3.105762052548426e-11
25247,1.1223430199556105e-11
25248,2.1339626236753207e-10
25249,1.6970198064129777e-10
25250,7.210697371696264e-11
25251,3.1865209719743e-11
25252,6.240541806929077e-12
25253,7.449353824971311e-13
25254,9.647358105552412e-11
25255,1.604552544730148e-10
25256,1.1618524293640224e-11
25257,5.5951126718494956e-11
25258,5.7760492905286795e-11
25259,7.907551708694465e-10
25260,2.3321302819482867e-12
25261,3.147075489511936e-11
25262,7.655756897947038e-13
25263,4.161281227649629e-12
25264,3.226474522696074e-10
25265,6.907723979121926e-12
25266,3.06022738772081e-16
25267,6.722840082954841e-11
25268,6.272833168750849e-13
25269,1.4027357259834145e-10
25270,5.4027960867204436e-11
25271,3.181014462887607e-10
25272,5.565675193886233e-11
25273,7.208780066742044e-13
25274,8.428557498062946e-12
25275,2.555020096190665e-10
25276,9.88353296806625e-12
25277,4.91513973319719e-13
25278,6.131070561316165e-12
25279,2.0332613502926683e-14
25280,3.6707444060427617e-13
25281,1.5761607698590865e-13
25282,2.3737883180696675e-12
25283,7.953402287069557e-14
25284,9.541865622312518e-14
25285,3.544184602265819e-13
25286,1.1881520809600818e-12
25287,1.6557275173729037e-13
25288,1.0306566601910849e-14
25289,4.2320262400109945e-15
25290,3.184022079329964e-12
25291,5.4242307860162135e-14
25292,1.3194620418486162e-13
25293,4.636207903010028e-15
25294,7.569479077291029e-14
25295,3.906363698388627e-15
25296,1.0970328517919095e-13
25297,2.263498562651582e-27
25298,8.599423548787622e-14
25299,3.4064361831223726e-14
25300,1.903893692803102e-13
25301,2.489020300823051e-14
25302,2.7614057107188406e-22
25303,6.755397629013454e-22
25304,1.1755483434918192e-24
25305,3.102440648435161e-23
25306,1.536544600623522e-22
25307,1.3708034869219585e-24
25308,1.2357478821137168e-24
25309,4.361596875904041e-25
25310,1.0569459302553786e-24
25311,3.8533348899606245e-24
25312,1.306752380647103e-23
25313,2.026378305648735e-23
25314,7.408684050776174e-21
25315,9.367183477599747e-23
25316,8.149316916732798e-24
25317,1.6364988074430743e-35
25318,4.502480547892334e-22
25319,8.935798155499537e-24
25320,4.902714208316822e-22
25321,1.532234988069748e-22
25322,9.933890770609514e-25
25323,3.302526614382517e-24
25324,1.4840331791206204e-22
25325,2.145868655794627e-23
25326,1.7927220384699393e-22
25327,6.84603204635842e-23
25328,2.6180432543139205e-23
25329,3.192220868261089e-23
25330,1.3585154706645846e-22
25331,2.478853460257129e-22
25332,7.700403324463532e-24
25333,2.6678620683762317e-26
25334,1.2413327818518004e-25
25335,2.1238175666532097e-26
25336,7.285537079436727e-21
25337,6.621767074744835e-41
25338,2.046830822112379e-25
25339,4.0547129333300125e-80
25340,2.244081215399327e-20
25341,1.4956151598521243e-21
25342,1.1391424364414832e-20
25343,6.746507264644649e-21
25344,3.906258114466301e-20
25345,1.512744098042184e-19
25346,5.945496590765272e-20
25347,8.740147427923698e-18
25348,5.9581582416628964e-24
25349,4.258484937718097e-21
25350,4.849981406367838e-21
25351,1.9756854941591087e-20
25352,1.706360446571021e-71
25353,1.3771814108030274e-19
25354,5.09830082592761e-16
25355,2.1549160725083544e-23
25356,1.544130941921694e-19
25357,2.0848645625137637e-17
25358,6.783417937186473e-17
25359,2.310828537832969e-16
25360,1.365713821086422e-18
25361,8.197263871158638e-17
25362,1.2343009090781384e-14
25363,8.287874667984528e-18
25364,3.3358038008979e-18
25365,8.530868574119062e-18
25366,2.2725753190697403e-18
25367,3.005402936710822e-19
25368,1.4329115289801522e-18
25369,1.227430307743967e-17
25370,9.593440618130285e-18
25371,6.734720862571574e-19
25372,4.2564671568848623e-19
25373,6.150908814476924e-17
25374,2.1482401945103837e-19
25375,3.5454591891782506e-19
25376,2.1482401945103837e-19
25377,3.2782841780804654e-19
25378,2.253083715330852e-43
25379,1.4401748261881844e-19
25380,1.9704454463879117e-18
25381,1.4157835928568957e-17
25382,8.764634278553282e-16
25383,1.2065888118546718e-17
25384,1.7629914029347939e-16
25385,7.162027348055123e-18
25386,1.2508490652078168e-18
25387,5.0351019641570126e-20
25388,2.57836348703048e-19
25389,5.511123249589455e-19
25390,2.919225160038682e-20
25391,3.5187239731823326e-20
25392,4.987025459338867e-20
25393,2.1772231237540845e-20
25394,1.1649890195364224e-19
25395,3.0655946140520873e-19
25396,5.4230763910096815e-18
25397,6.069645713820212e-21
25398,5.378575691225797e-22
25399,5.818098950127434e-21
25400,2.316290210991666e-22
25401,1.0608107740519888e-22
25402,1.75192107841434e-22
25403,2.814588433686293e-22
25404,1.0955409304973444e-22
25405,1.389575820413145e-21
25406,6.652560572417367e-19
25407,3.966568720364694e-20
25408,1.9489783999157362e-22
25409,3.293675962778251e-20
25410,1.1073374008232764e-20
25411,2.0973756042756438e-20
25412,1.9489783999157505e-22
25413,8.530045471890439e-124
25414,6.537650419101061e-22
25415,1.9489783999157505e-22
25416,1.3853457504918115e-201
25417,1.672854575162063e-20
25418,1.5424173347388733e-19
25419,6.700077025528138e-20
25420,3.4373967696149224e-22
25421,5.1079858995755695e-19
25422,3.911153657636569e-20
25423,1.13555302992214e-18
25424,2.710829876288351e-18
25425,4.488558084930807e-19
25426,6.900780302761861e-21
25427,8.012313260852131e-28
25428,6.026581750258127e-22
25429,5.216941936903351e-17
25430,4.996425649032125e-18
25431,9.005075591689475e-21
25432,6.574691698120741e-17
25433,2.700234242960186e-22
25434,1.5328257648596706e-18
25435,5.897144239901006e-36
25436,1.5158271744373177e-19
25437,8.029531925336934e-127
25438,6.77369617187319e-19
25439,3.462570453645172e-32
25440,1.5786609585252789e-15
25441,2.599272163112408e-18
25442,1.8235741573417982e-16
25443,5.8579866303202545e-24
25444,8.862494725254907e-17
25445,9.248980982546547e-18
25446,4.187635489732629e-15
25447,1.8951189057913977e-18
25448,1.3568883085916597e-17
25449,5.331379283487877e-16
25450,4.634866462088613e-16
25451,3.0759519137505104e-17
25452,7.9205104984407e-15
25453,1.0535545884898048e-17
25454,1.741041283252828e-15
25455,2.4161638367101085e-26
25456,1.037556886150564e-16
25457,1.3778194051299495e-16
25458,1.108885369389107e-14
25459,1.09978995899376e-16
25460,1.6124572534538363e-15
25461,5.797075019022232e-17
25462,3.5683245150134516e-16
25463,7.1207437456951e-14
25464,3.860609784549842e-15
25465,9.042253820634022e-18
25466,1.320878306761071e-15
25467,4.771245332284246e-15
25468,2.5054653590363813e-15
25469,0.0
25470,4.771245332284246e-15
25471,5.366389628440142e-33
25472,1.828399559384493e-12
25473,2.1272588836058676e-13
25474,8.40885227061317e-14
25475,1.421564877446341e-15
25476,1.421564877446341e-15
25477,1.2853019375655983e-17
25478,5.7274632899250775e-15
25479,6.322436146691399e-15
25480,7.27077721096423e-14
25481,3.031206847558046e-15
25482,1.2610626648746251e-14
25483,1.1982231763217008e-18
25484,2.3209854085247606e-16
25485,1.3113816157350686e-14
25486,2.2629975540228465e-14
25487,6.723882591176309e-16
25488,1.6496198827331494e-15
25489,7.90091352858649e-24
25490,2.4742602967358572e-14
25491,1.7530150542194279e-13
25492,3.816118676182113e-14
25493,9.946033413084032e-15
25494,4.2103285083292765e-16
25495,2.10296716327292e-15
25496,6.658316235330711e-14
25497,8.699225039995492e-14
25498,2.6215382683630204e-15
25499,1.1163254920267004e-15
25500,2.1141435878070868e-22
25501,2.8542300887519185e-13
25502,1.2559225653063694e-14
25503,8.144289853688737e-14
25504,2.2100782675387212e-13
25505,5.833758966476871e-13
25506,8.381252830537641e-12
25507,1.5726874172770775e-12
25508,1.74275102258424e-14
25509,1.3697604595141085e-33
25510,1.4251806925565962e-14
25511,2.2668726610425662e-17
25512,2.4677125385023683e-14
25513,5.533416039035392e-26
25514,2.7380512599090308e-12
25515,9.059610645307241e-14
25516,8.921951064002727e-12
25517,1.3440979040895492e-63
25518,1.072767606629988e-28
25519,6.333854439010809e-12
25520,6.815666833242856e-13
25521,4.868134385078441e-12
25522,1.9845987703995355e-11
25523,5.0868897627347006e-12
25524,7.072831078894541e-11
25525,6.036583454511496e-13
25526,5.694684337091438e-13
25527,6.050065217133538e-13
25528,6.040036094623228e-11
25529,3.137137912394483e-12
25530,1.8464661359450976e-11
25531,8.181112047244605e-12
25532,1.6428223227510137e-11
25533,7.589396857273857e-12
25534,3.706554158539154e-11
25535,3.0379902781317085e-13
25536,5.678769159484983e-12
25537,5.971705794706641e-11
25538,8.86599654193254e-36
25539,4.986365936676074e-13
25540,2.6446798831707204e-12
25541,2.7376958202433114e-13
25542,2.237212709423213e-13
25543,3.665115395806461e-13
25544,6.407066787340512e-15
25545,1.4695898096474132e-12
25546,4.225539846901754e-55
25547,2.872794414986322e-15
25548,1.1339278271467056e-13
25549,2.222233496506564e-15
25550,1.7409649849301823e-14
25551,2.764082188890326e-12
25552,8.155682597874855e-26
25553,9.597322499096063e-16
25554,2.668279524607974e-16
25555,6.189546472814274e-18
25556,8.756953263679121e-15
25557,6.102052596608104e-17
25558,1.868700181534242e-16
25559,1.5372864775982572e-15
25560,6.859716074057784e-15
25561,6.349873922513008e-16
25562,8.337078739244529e-17
25563,0.0
25564,2.2082136303470564e-18
25565,6.187359613907637e-16
25566,6.935969158308674e-16
25567,9.081852819940293e-19
25568,9.573082155637072e-25
25569,1.0718961247451143e-14
25570,1.046269668298246e-14
25571,8.793195817463914e-14
25572,1.6139017243119142e-14
25573,9.152693965601658e-17
25574,2.445820154424481e-15
25575,3.3565657489480867e-15
25576,1.314770681702054e-16
25577,5.60748362445192e-16
25578,4.3330331941656094e-16
25579,3.5207327421745497e-15
25580,2.2929773963050815e-17
25581,1.6913746182788484e-17
25582,1.9123541329542513e-16
25583,2.3140545604833117e-14
25584,0.0
25585,7.229846856098406e-13
25586,1.7792247045489065e-15
25587,1.1834723938097907e-13
25588,5.675900714421166e-23
25589,5.3690761343161214e-17
25590,7.273671178998313e-15
25591,6.538231493169951e-18
25592,7.24590549672393e-15
25593,9.357022979963224e-13
25594,3.6579431946974545e-14
25595,6.93241898164811e-21
25596,2.249259396108079e-21
25597,1.6996566374144733e-14
25598,5.4183544507644465e-14
25599,7.567088729016059e-16
25600,4.8418763637059996e-14
25601,4.030957152729038e-14
25602,1.7819503502469403e-15
25603,2.5276835210959992e-58
25604,2.768028507928824e-14
25605,2.0417954704418175e-15
25606,3.749151881220533e-16
25607,2.0253997778937854e-14
25608,5.889183218611625e-16
25609,4.3277164476906755e-13
25610,1.831630290086661e-12
25611,2.6788728961368264e-17
25612,4.647619321256345e-16
25613,9.520829067893613e-15
25614,1.7910643903052267e-140
25615,2.060825384417191e-17
25616,3.0984946477662154e-17
25617,4.886942736237857e-15
25618,3.7355499428819904e-14
25619,8.135634015710869e-17
25620,1.3855579043927101e-12
25621,4.7665794248406044e-20
25622,5.337670297771888e-14
25623,3.517660038616409e-16
25624,5.66596048790892e-99
25625,2.744375148040788e-14
25626,4.9736857736363503e-17
25627,9.908910264633954e-13
25628,1.174110374240632e-14
25629,2.270238299375804e-14
25630,4.27835421157066e-14
25631,1.0773851614262884e-12
25632,1.6264965010858605e-15
25633,1.612336947925302e-15
25634,8.115172815344684e-14
25635,4.8743269356159064e-21
25636,4.8018294043207734e-14
25637,3.840389165875716e-12
25638,8.228420207550417e-15
25639,1.5988694502381976e-13
25640,1.1899598751148713e-13
25641,1.917635440243777e-97
25642,8.756070790624927e-15
25643,4.041153318729259e-17
25644,2.353215433782117e-16
25645,8.111596398451674e-17
25646,6.208132613327963e-16
25647,5.270369536460204e-24
25648,1.1981988451563046e-14
25649,4.195682353014801e-15
25650,9.498498732138196e-18
25651,2.9484114990927704e-14
25652,2.4612461432337027e-13
25653,3.366591809154422e-14
25654,1.2991359646056301e-14
25655,1.607250276507701e-13
25656,1.5449332288989287e-12
25657,6.892835611462853e-14
25658,4.42439555710726e-14
25659,7.097342943572862e-12
25660,5.729070657456246e-56
25661,1.9316605451818887e-15
25662,4.448735036836857e-17
25663,6.654894491030399e-16
25664,1.6972622962004919e-18
25665,3.4140266567424865e-17
25666,1.1699205617251218e-18
25667,6.820593347130711e-25
25668,1.5718772918683477e-18
25669,4.1334283703680805e-31
25670,2.5028874872149408e-20
25671,8.164552548864056e-21
25672,6.208489467402099e-19
25673,1.2885810259546226e-20
25674,2.0480285654255408e-25
25675,3.819668492198658e-23
25676,2.8688472230634056e-25
25677,2.001371746862313e-25
25678,1.7190308371788144e-22
25679,4.730735540265727e-22
25680,4.062189246535149e-22
25681,2.990002844197375e-22
25682,4.655138153400121e-23
25683,4.0880770334817483e-22
25684,2.391745925503686e-21
25685,2.3209387640427934e-20
25686,4.441861707576807e-20
